particle,spectra,target_x,target_y,actual_x,actual_y,size_w,size_l,morphology,color,other_observation,notes,row,object_id,library_id,match_val,match_threshold,good_correlations,signal_to_noise,signal_threshold,good_signal,good_matches,x,y,file_name,license.x,col_id,session_id,file_id,sn,organization,spectrum_type,spectrum_identity,librarytype,spectrumid,owner,rruffid,ideal_chemistry,locality,source,status,url,measured_chemistry,instrument_mode,intensity_units,other_info,jcamp-dx,yfactor,deltax,instrument_used,material_color,citation,brand,item,location,width,depth,particle_massmg,tgoc,tmoc,onset,enthalpyj_g,qa_qc,framework,abbreviation,spectral_resolution,instrument_accessories,wavenumber_range,user_name,region,campaign,state,treatment,analysis,exposure_days,polymer_id,file_legacy,locationdescription,country,lat,lon,spec_hash,x_unit,y_unit,product_id,supplier,specifications,pin_id,orientation,replicate,longest_dimension,license.y,samples,lines,bands,header_offset,data_type,interleave,pixel_size,otherinfo,pressure,temperature,material_form,material_producer,number_of_accumulations,time,ratio_against_background,truncated,elementmultiply_or_elementdivide,collection_length,sample_gain,number_of_background_scans,background_gain,sample_spacing,resolution_points,number_of_fft_points,apodization,bench_serial_number,subtraction_or_addition,baseline_correction,perctransmittance_absorbance,sponsor,grating,hole_sizenm,slitum,filterperc,delays,date,molform,aperture,beamsplitter,detectordiadetport_in_sphere,sphere_diameter,acquisition_mode,scanner_speed,phase_resolution,phase_correction,zerofilling,wavenumber_accuracy,low_pass_filter,switch_gain_on,mw,contact_info,cas_number,material_quality,laser_light_used,total_acquisition_time_s,data_processing_proceedure,level_of_confidence_in_identification,smoother,density,material_class,plastic_or_not,material_class_specific,max_cor_class,max_cor_val
28,3,,,-8440,-10199,50-100,200-300,fragment,white ,,,28,V2.195,94b2ccb77da25b58e8da3dd45ced8292,0.763579,0.7,TRUE,5.327151,4,TRUE,TRUE,9,12,Sagehen_March142022_2_top_100_26-500003.CSV,CC BY-NC,V2.195,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,16a24aa84ea2fd1417d9a1bad0c167f8,8.046904,"suja sukumaran, thermo fisher scientific",ftir,cellulose,"polymer, minerals, organic materials",46 suja,,,,,,,,,,,omnic correlation: 90,,,,,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organic matter,not plastic,,organic matter,0.905513
29,4,,,-8250,-9872,200-300,200-300,fragment,brown,brown-white,,29,V2.196,91228e9c8cb77e1ead9eca90da3c7d07,0.830157,0.7,TRUE,8.613478,4,TRUE,TRUE,10,12,Sagehen_March142022_2_top_100_26-500004.CSV,CC BY-NC,V2.196,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,3dfee588b3aed671c9ff76f7899099b3,7.481846,win cowger and sebastian primpke,ftir,fibre_grass,"polymer, minerals, organic materials",reflectance_5_a5_2,,,,,awi,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.969191
30,5,,,-8436,-9651,50-100,100-200,fragment,white ,,,30,V2.197,7a3f4208d240a140b925abaa74a50fc1,0.778014,0.7,TRUE,4.049677,4,TRUE,TRUE,11,12,Sagehen_March142022_2_top_100_26-500005.CSV,CC BY-NC,V2.197,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,eaf2f9de3a00d751d7cc9fa81da5e34e,7.762331,win cowger and sebastian primpke,ftir,fibre_linen,"polymer, minerals, organic materials",reflectance_4_h9_1,,,,,awi,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_linen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.954398
31,6,,,-8536,-9331,100-200,300-400,fragment,brown,,,31,V2.198,a82e8ba42af5c95fb82a1e54d506cde7,0.899117,0.7,TRUE,8.557184,4,TRUE,TRUE,12,12,Sagehen_March142022_2_top_100_26-500006.CSV,CC BY-NC,V2.198,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,0a21923a86ccb04433006cb8a8669639,152.2168,kimmel_center,ftir,"wool (llama, chile)","organic materials, minerals, archeology","./wool (llama, chile).dx kimmel",unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/01/2007 13:14:12,,,,,,,,,,,,,,,,,,,,,,,,organic matter,not plastic,,organic matter,0.989784
32,7,,,-8197,-9364,50-100,100-200,fragment,brown,,,32,V2.199,08c07fba5b410ea7a50004d51dbc0636,0.849431,0.7,TRUE,7.940243,4,TRUE,TRUE,13,12,Sagehen_March142022_2_top_100_26-500007.CSV,CC BY-NC,V2.199,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,ebe141941e05a434b61a1b64ad5cf61a,7.0483,usda,ftir,soil,soil,107707xs01_usda,,,,,,,,,reflection,,,,,,bruker vertex-70 with hts-xt,,,,,,,,,,,,,,,,4 cm-1,cooled detector,"600 to 4000 cm1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.954388
33,8,,,-8306,-8855,50-100,50-100,fragment,white ,,,33,V2.200,e42f6ddbda160f2a9b764f2a3475ce9e,0.86779,0.7,TRUE,6.98244,4,TRUE,TRUE,14,12,Sagehen_March142022_2_top_100_26-500008.CSV,CC BY-NC,V2.200,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,999b4d433fd334fedb67cb982d12edb4,5.798567,win cowger and sebastian primpke,ftir,fibre_cotton_us_pima,"polymer, minerals, organic materials",transmission_4_h5_2,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_us_pima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.815313
34,9,,,-8432,-8327,50-100,50-100,fragment,brown,,,34,V2.201,f002d5e4d554c38cfea644f0f49bd3ec,0.772883,0.7,TRUE,7.870872,4,TRUE,TRUE,15,12,Sagehen_March142022_2_top_100_26-500009.CSV,CC BY-NC,V2.201,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,1b736f9495547c570ac9454b23e91d0c,6.511564,usda,ftir,soil,soil,297982xn01_usda,,,,,,,,,reflection,,,,,,bruker vertex-70 with hts-xt,,,,,,,,,,,,,,,,4 cm-1,cooled detector,"600 to 4000 cm1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.989121
35,10,,,-8233,-8001,50-100,100-200,fragment,brown,overlaps with particle __,,35,V2.202,f002d5e4d554c38cfea644f0f49bd3ec,0.850451,0.7,TRUE,7.78861,4,TRUE,TRUE,16,12,Sagehen_March142022_2_top_100_26-500010.CSV,CC BY-NC,V2.202,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,3dc8588bf1f0ea4fcb2b1269d05a54bf,6.511564,usda,ftir,soil,soil,297982xn01_usda,,,,,,,,,reflection,,,,,,bruker vertex-70 with hts-xt,,,,,,,,,,,,,,,,4 cm-1,cooled detector,"600 to 4000 cm1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.989121
36,11,,,-8576,-6439,50-100,200-300,film,translucent,,,36,V2.203,5582197388fb33b85c4ecfa622f90336,0.778615,0.7,TRUE,58.51546,4,TRUE,TRUE,17,12,Sagehen_March142022_2_top_100_26-500011.CSV,CC BY-NC,V2.203,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,d05fee10bba55ecc83d1c01437cc977c,233.8292,rruff,raman,spurrite,minerals,spurrite__r070632__broad_scan__780__0__unoriented__raman_data_raw__16043,rruff,r070632,ca_5_(sio_4_)_2_(co_3_),"huka, okayama, japan",shinichi kihara,the identification of this mineral has been confirmed by single-crystal x-ray diffraction.,rruff.info/r070632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,massive lavender fragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,,mineral,0.861027
37,12,,,-8396,-4597,100-200,200-300,fragment,brown,,,37,V2.204,4f0599573dcbc7c503cc2a1ea4193722,0.796268,0.7,TRUE,5.488393,4,TRUE,TRUE,1,13,Sagehen_March142022_2_top_100_26-500012.CSV,CC BY-NC,V2.204,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,166019468edf2c4fc1467079dc787b00,8.934443,microplastix,ftir,(01) ldpe,,,,,,,,,,,,absorbance,,,,,,,"lenz, r., fischer, f., arnold, m., fernndez-gonzlez, v., moscoso prez, c. m., andrade-garda, j. m., muniategui-lorenzo, s., & fischer, d. (2023). robna/mpx_specdb: microplastix specdb (v1.0.2) [data set]. zenodo. https://doi.org/10.5281/zenodo.10149551",,,,,,,,,,,,,,,,,robin lenz,lcg,autumn,dry,bio,atr,60,1,/home/rob/ipfnextcloud/microplastix/udc_specdata/lcg_autumn/microplastix_lcg_t60_autumn__ldpe_4_1_1.sp,ares harbour,spain,43.42222,-8.23944,6810b1140e0620d47cff615e6186b73eeb3ebf369faaec8986138a09484badc5,cm-1,a,crt102.50,carat,without stabilizers,,,,,,,,,,,,,,,,,carat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polyolefins (polyalkenes),plastic,poly(ethylene),polyolefins (polyalkenes),0.876139
38,13,,,-8427,-3067,50-100,100-200,film,brown,,,38,V2.205,b76822c39d151715617aa0da73a7a53b,0.816727,0.7,TRUE,8.748632,4,TRUE,TRUE,2,13,Sagehen_March142022_2_top_100_26-500013.CSV,CC BY-NC,V2.205,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,950538a63f70aa1e800af51dd5acaf2b,21.30577,kimmel_center,ftir,recent pollen2 olea,"organic materials, minerals, archeology",./pollen 2 olea recent.dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-0.96423,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,########,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.904896
39,14,,,-8088,-5800,50-100,100-200,fragment,white ,,,39,V2.206,a8857641146a1378d2b56bbcda3f1ead,0.794947,0.7,TRUE,5.674883,4,TRUE,TRUE,3,13,Sagehen_March142022_2_top_100_26-500014.CSV,CC BY-NC,V2.206,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,f5365b186711f07ce9c480298644b9a7,9.400803,aline carvalho,ftir,polystyrene,polymers,polystyrene_203_aline,,,,,,,,,atr,,,,,,"thermo nicolet 670, thermo fisher scientific",,,,,,,,,,,,,,,,4 cm-1,(atr diamond crystal),"400 to 4000 cm-1, applying 8 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,atr correction,,,,"polystyrenes (polyphenylethylenes, -methylstyrene)",plastic,polystyrene,"polystyrenes (polyphenylethylenes, -methylstyrene)",0.925662
40,15,,,-8055,-8020,100-200,100-200,fragment,white ,,,40,V2.207,8cc79e3af239e30f74dbfbe1e1f698f6,0.871095,0.7,TRUE,16.98306,4,TRUE,TRUE,4,13,Sagehen_March142022_2_top_100_26-500015.CSV,CC BY-NC,V2.207,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,b7a4549e6cb0d6b3e95ce3b228a9253e,118.4212,primpke et al. 2018,ftir,poly(vinyl stearate),"polymer, minerals, organic materials",198primpke,,,,,,,,,atr,,https://doi.org/10.1007/s00216-018-1156-x,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powder,"scientific polymer products, inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polyvinylesters,plastic,poly(vinyl stearate),other plastic,0.947347
41,16,,,-8095,-8358,50-100,50-100,film,translucent,,,41,V2.208,b2c045844d84dac75d8c3229375d753a,0.833181,0.7,TRUE,9.183789,4,TRUE,TRUE,5,13,Sagehen_March142022_2_top_100_26-500016.CSV,CC BY-NC,V2.208,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,2dc770efdb48148af20a007d049b37c4,18.87023,"flopp, de frond et al. 2021",ftir,c5. pink fiber bundle,polymers,c5. pink fiber bundle,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-09,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,12:09:57,ratio against background,truncated,elementmultiply or elementdivide,11.18 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,7/9/2020,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,organic matter,not plastic,,organic matter,0.970598
42,17,,,-8025,-9393,50-100,100-200,fragment,white ,,,42,V2.209,de33c9d03891e1accabec95643bd4319,0.77593,0.7,TRUE,6.080626,4,TRUE,TRUE,6,13,Sagehen_March142022_2_top_100_26-500017.CSV,CC BY-NC,V2.209,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,7d903b0b895ef993f9a2e8ee48d76ae6,5.194932,usda,ftir,soil,soil,127412xs03_usda,,,,,,,,,reflection,,,,,,bruker vertex-70 with hts-xt,,,,,,,,,,,,,,,,4 cm-1,cooled detector,"600 to 4000 cm1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.988948
43,18,,,-8159,-10916,50-100,100-200,fragment,brown,,,43,V2.210,a82e8ba42af5c95fb82a1e54d506cde7,0.845516,0.7,TRUE,4.758683,4,TRUE,TRUE,7,13,Sagehen_March142022_2_top_100_26-500018.CSV,CC BY-NC,V2.210,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,96183114c7d84178b26da8dbc2b1e613,152.2168,kimmel_center,ftir,"wool (llama, chile)","organic materials, minerals, archeology","./wool (llama, chile).dx kimmel",unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/01/2007 13:14:12,,,,,,,,,,,,,,,,,,,,,,,,organic matter,not plastic,,organic matter,0.989784
44,19,,,-7673,-10802,50-100,50-100,fragment,brown,,,44,V2.211,8b652374b67d0b62bfaf6cce01d1c775,0.844871,0.7,TRUE,12.37932,4,TRUE,TRUE,8,13,Sagehen_March142022_2_top_100_26-500019.CSV,CC BY-NC,V2.211,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,d58936aa45c81f6d55fc50bbdb565bc9,10.48966,win cowger and sebastian primpke,ftir,tomato skin,"polymer, minerals, organic materials",transmission_4_e8_3,,,,,,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.965029
45,20,,,-6761,-1689,<50,900-1000,fiber/filament,translucent,blue tint,,45,V2.212,e42f6ddbda160f2a9b764f2a3475ce9e,0.75963,0.7,TRUE,5.509049,4,TRUE,TRUE,9,13,Sagehen_March142022_2_top_100_26-500020.CSV,CC BY-NC,V2.212,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,836e540b478975e565bc2c385d3d8fb9,5.798567,win cowger and sebastian primpke,ftir,fibre_cotton_us_pima,"polymer, minerals, organic materials",transmission_4_h5_2,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_us_pima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.815313
46,21,,,-6806,-1397,200-300,2000-3000,fiber/filament,brown,~2300,,46,V2.213,79fda6dcb482b4efa4841f315eb03b97,0.904648,0.7,TRUE,7.883468,4,TRUE,TRUE,10,13,Sagehen_March142022_2_top_100_26-500021.CSV,CC BY-NC,V2.213,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,571ca6e4b7b6b5611fe21724d1a76bc9,17.75489,kimmel_center,ftir,keratin (fingernail),"organic materials, minerals, archeology",./keratin (fingernail).dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/10/2011 15:49:26,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,organic matter,0.923214
47,22,,,-6842,852,100-200,600-700,fragment,brown,,,47,V2.214,1618f1b7a698b8ac07e2d616e07305e5,0.80882,0.7,TRUE,7.82538,4,TRUE,TRUE,11,13,Sagehen_March142022_2_top_100_26-500022.CSV,CC BY-NC,V2.214,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,c9b6db31af80a73af84cbc43b231c59b,6.594407,usda,ftir,soil,soil,101733xs03_usda,,,,,,,,,reflection,,,,,,bruker vertex-70 with hts-xt,,,,,,,,,,,,,,,,4 cm-1,cooled detector,"600 to 4000 cm1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.987619
48,23,,,-7108,-130,50-100,100-200,fragment,white ,,,48,V2.215,f6b842fcbba6a574bed1ada4c924baa2,0.84392,0.7,TRUE,4.662667,4,TRUE,TRUE,12,13,Sagehen_March142022_2_top_100_26-500023.CSV,CC BY-NC,V2.215,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,a9bf8842108e2e6c6b0654ee041615ee,13.4043,primpke et al. 2018,ftir,fibre poplar down,"polymer, minerals, organic materials",239primpke,,,,,,,,,atr,,https://doi.org/10.1007/s00216-018-1156-x,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fibre,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organic matter,not plastic,,organic matter,0.9814
49,24,,,-6754,-3422,50-100,50-100,film,translucent,,,49,V2.216,8cc79e3af239e30f74dbfbe1e1f698f6,0.879254,0.7,TRUE,20.11319,4,TRUE,TRUE,13,13,Sagehen_March142022_2_top_100_26-500024.CSV,CC BY-NC,V2.216,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,150a01432fda841e105f216fee055d55,118.4212,primpke et al. 2018,ftir,poly(vinyl stearate),"polymer, minerals, organic materials",198primpke,,,,,,,,,atr,,https://doi.org/10.1007/s00216-018-1156-x,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powder,"scientific polymer products, inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polyvinylesters,plastic,poly(vinyl stearate),other plastic,0.947347
50,25,,,-6663,-4259,100-200,200-300,fragment,white ,white-brown,,50,V2.217,b2c045844d84dac75d8c3229375d753a,0.814085,0.7,TRUE,5.614204,4,TRUE,TRUE,14,13,Sagehen_March142022_2_top_100_26-500025.CSV,CC BY-NC,V2.217,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,5c6b0128d3a15567074fbb2094608fc4,18.87023,"flopp, de frond et al. 2021",ftir,c5. pink fiber bundle,polymers,c5. pink fiber bundle,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-09,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,12:09:57,ratio against background,truncated,elementmultiply or elementdivide,11.18 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,7/9/2020,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,organic matter,not plastic,,organic matter,0.970598
51,1,,,-6876,-8149,50-100,300-400,fragment,white ,,,51,V2.218,7c49a42e5c2a33bb9937af3caeac5dc0,0.819434,0.7,TRUE,5.972568,4,TRUE,TRUE,15,13,Sagehen_March142022_2_top_100_51-750001.CSV,CC BY-NC,V2.218,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,c8595c53e337c551e95f901a4abd139f,11.55198,win cowger and sebastian primpke,ftir,pp,"polymer, minerals, organic materials",atr_7_f8_2,,,,,,,,,atr,,,,,,,,"roscher, lisa; fehres, annika; reisel, lorenz; halbach, maurits; scholz-bttcher, barbara; gerriets, michaela; badewien, thomas h; shiravani, gholamreza; wurpts, andreas; primpke, sebastian; gerdts, gunnar (2021): abundances of large microplastics (l-mp, 500-5000 m) in surface waters of the weser estuary and the german north sea (april 2018). pangaea, https://doi.org/10.1594/pangaea.938143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,polyolefins (polyalkenes),plastic,poly(propylene),polyolefins (polyalkenes),0.98227
52,2,,,-6282,3219,50-100,100-200,fragment,white ,Close to edge,,52,V2.219,b9400788153c3de5325eeb1089df0d27,0.860307,0.7,TRUE,16.18152,4,TRUE,TRUE,16,13,Sagehen_March142022_2_top_100_51-750002.CSV,CC BY-NC,V2.219,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,32be78eb8c10f47a2798b51fe20900b9,10.87315,win cowger and sebastian primpke,ftir,tomato skin,"polymer, minerals, organic materials",transmission_4_e8_2,,,,,,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.972554
53,3,,,-6036,-4697,50-100,100-200,fragment,brown,On wire,,53,V2.220,83fee67ce30e1ccbb66dcb84056f66a8,0.77152,0.7,TRUE,7.060518,4,TRUE,TRUE,17,13,Sagehen_March142022_2_top_100_51-750003.CSV,CC BY-NC,V2.220,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,153f9b5a5433a33cc3fa9d9f7f9458e6,7.928306,usda,ftir,soil,soil,101727xs01_usda,,,,,,,,,reflection,,,,,,bruker vertex-70 with hts-xt,,,,,,,,,,,,,,,,4 cm-1,cooled detector,"600 to 4000 cm1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.972843
54,4,,,-5848,4182,<50,800-900,fiber/filament,white ,"Noisy spectra, close to edge",,54,V2.221,01753a31301e577c5d672fece8b9f15c,0.684761,0.7,FALSE,4.556904,4,TRUE,FALSE,1,14,Sagehen_March142022_2_top_100_51-750004.CSV,CC BY-NC,V2.221,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,434a9900ae595530ee345f86e4aedc03,4.501921,win cowger and sebastian primpke,ftir,fibre_indian_raw_cotton,"polymer, minerals, organic materials",reflectance_4_h8_2,,,,,awi,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_indian_raw_cotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.977186
